PeakID (cmd=annotatePeaks.pl 07_macs2_peaks_calling/cKO_peaks.narrowPeak mm10)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
cKO_peak_2650	chr13	35968293	35969433	+	75	NA	exon (NM_029628, exon 2 of 2)	exon (NM_029628, exon 2 of 2)	957	NM_029628	76487	Mm.44745	NM_029628	ENSMUSG00000050423	Ppp1r3g	1600032L17Rik	protein phosphatase 1, regulatory subunit 3G	protein-coding
cKO_peak_9002	chr7	28693271	28693766	+	75	NA	exon (NM_001163702, exon 1 of 5)	exon (NM_001163702, exon 1 of 5)	374	NM_001163702	233040	Mm.116116	NM_207238	ENSMUSG00000037463	Fbxo27	E130008B10Rik|FBG5|Gm161	F-box protein 27	protein-coding
cKO_peak_3731	chr15	92051187	92051898	+	75	NA	intron (NM_001159648, intron 1 of 23)	intron (NM_001159648, intron 1 of 23)	377	NM_001159648	12805	Mm.4911	NM_007727	ENSMUSG00000055022	Cntn1	AW495098|CNTN|F3cam|usl	contactin 1	protein-coding
cKO_peak_501	chr1	164306967	164307272	+	75	NA	promoter-TSS (NM_178071)	promoter-TSS (NM_178071)	365	NM_001160208	66352	Mm.33285	NM_025505	ENSMUSG00000026577	Blzf1	1700030G05Rik|Blzf1l|Golgin-45|Jem-1	basic leucine zipper nuclear factor 1	protein-coding
cKO_peak_7552	chr4	155869119	155869864	+	75	NA	promoter-TSS (NM_028020)	promoter-TSS (NM_028020)	-51	NM_024472	79554	Mm.25556	NM_024472	ENSMUSG00000029073	Cptp	Gltpd1	ceramide-1-phosphate transfer protein	protein-coding
cKO_peak_862	chr10	62725610	62726364	+	75	NA	exon (NM_001033260, exon 1 of 4)	exon (NM_001033260, exon 1 of 4)	107	NM_001364705	216021	Mm.39821	NM_001033260	ENSMUSG00000036923	Stox1	4732470K04Rik|Gm63	storkhead box 1	protein-coding
cKO_peak_4205	chr17	6948072	6948594	+	75	NA	promoter-TSS (NM_001083945)	promoter-TSS (NM_001083945)	23	NM_001083945	100037282	Mm.29830	NM_001083945	ENSMUSG00000023806	Rsph3b	Rshl2b	radial spoke 3B homolog (Chlamydomonas)	protein-coding
cKO_peak_4296	chr17	24894848	24895509	+	75	NA	promoter-TSS (NM_001163102)	promoter-TSS (NM_001163102)	58	NM_023260	79044	Mm.328851	NM_023260	ENSMUSG00000038880	Mrps34	0610007F04Rik|5330430D13Rik|AV001970|Tce2	mitochondrial ribosomal protein S34	protein-coding
cKO_peak_8343	chr6	28135072	28135632	+	75	NA	promoter-TSS (NM_001361125)	promoter-TSS (NM_001361125)	-206	NM_001361125	14823	Mm.320732	NM_008174	ENSMUSG00000024211	Grm8	A230002O04|GluR8|Gprc1h|mGluR8	glutamate receptor, metabotropic 8	protein-coding
cKO_peak_5260	chr19	41743112	41743560	+	75	NA	exon (NM_015748, exon 1 of 37)	exon (NM_015748, exon 1 of 37)	520	NM_015748	20562	Mm.39155	NM_015748	ENSMUSG00000025020	Slit1	Slil1|mKIAA0813	slit guidance ligand 1	protein-coding
cKO_peak_5098	chr19	6974419	6975679	+	75	NA	promoter-TSS (NM_008889)	promoter-TSS (NM_008889)	1	NM_008889	18938	Mm.140	NM_008889	ENSMUSG00000056612	Ppp1r14b	AOM172|PHI-1|PLCB3N|Png	protein phosphatase 1, regulatory inhibitor subunit 14B	protein-coding
cKO_peak_7891	chr5	98167299	98167620	+	75	NA	Intergenic	CpG	-13410	NM_029947	77630	Mm.332511	NM_029947	ENSMUSG00000035456	Prdm8	4930565F05Rik|PFM5	PR domain containing 8	protein-coding
cKO_peak_4735	chr18	13971794	13972621	+	75	NA	intron (NM_145492, intron 1 of 7)	(A)n|Simple_repeat|Simple_repeat	526	NM_001360804	225207	Mm.40325	NM_145492	ENSMUSG00000024420	Zfp521	B930086A16Rik|Evi3|Znf521	zinc finger protein 521	protein-coding
cKO_peak_3110	chr14	34661817	34662115	+	75	NA	Intergenic	Intergenic	-8392	NR_029647	723831		NR_029647	ENSMUSG00000094316	Mir297-1	Mir297a-1|Mirn297-1	microRNA 297-1	ncRNA
cKO_peak_8072	chr5	123076243	123076608	+	75	NA	5' UTR (NM_001039723, exon 1 of 12)	5' UTR (NM_001039723, exon 1 of 12)	150	NM_001039723	330189	Mm.391872	NM_001039723	ENSMUSG00000054434	Tmem120b	-	transmembrane protein 120B	protein-coding
cKO_peak_2854	chr13	78202691	78203817	+	75	NA	intron (NR_045195, intron 1 of 2)	CpG	-4381	NM_010151	13865	Mm.439653	NM_010151	ENSMUSG00000069171	Nr2f1	COUP-TF1|COUP-TFI|COUPTFA|EAR-3|EAR3|Erbal3|SVP44|Tcfcoup1	nuclear receptor subfamily 2, group F, member 1	protein-coding
cKO_peak_9075	chr7	38271073	38271699	+	75	NA	promoter-TSS (NM_025390)	promoter-TSS (NM_025390)	-38	NM_025390	66161	Mm.22284	NM_025390	ENSMUSG00000030423	Pop4	1110023P21Rik|Rpp29	processing of precursor 4, ribonuclease P/MRP family, (S. cerevisiae)	protein-coding
cKO_peak_5036	chr19	4625144	4626145	+	75	NA	promoter-TSS (NR_160881)	promoter-TSS (NR_160881)	1	NR_160882	19671	Mm.391143	NM_023131	ENSMUSG00000024889	Rce1	D19Ertd283e|D19Ertd98e	Ras converting CAAX endopeptidase 1	protein-coding
cKO_peak_4322	chr17	25985155	25985700	+	75	NA	intron (NM_001347334, intron 1 of 11)	CpG	369	NR_151779	50817	Mm.216072	NM_015830	ENSMUSG00000037326	Capn15	Solh	calpain 15	protein-coding
cKO_peak_4193	chr17	3326668	3327037	+	75	NA	intron (NM_001122998, intron 1 of 26)	CpG	279	NM_001122998	24001	Mm.137134	NM_011878	ENSMUSG00000023800	Tiam2	3000002F19Rik|STEF|mKIAA2016	T cell lymphoma invasion and metastasis 2	protein-coding
cKO_peak_9008	chr7	28981459	28981793	+	75	NA	promoter-TSS (NM_001355054)	promoter-TSS (NM_001355054)	262	NM_001285942	73830	Mm.29714	NM_028659	ENSMUSG00000053565	Eif3k	1200009C21Rik|Eif3s12	eukaryotic translation initiation factor 3, subunit K	protein-coding
cKO_peak_7732	chr5	36397544	36398058	+	75	NA	exon (NM_030889, exon 1 of 27)	exon (NM_030889, exon 1 of 27)	338	NM_030889	81840	Mm.34113	NM_030889	ENSMUSG00000029093	Sorcs2	N28137|mKIAA1329	sortilin-related VPS10 domain containing receptor 2	protein-coding
cKO_peak_5131	chr19	8953869	8954315	+	75	NA	intron (NM_197993, intron 1 of 8)	intron (NM_197993, intron 1 of 8)	260	NM_197993	70044	Mm.165979	NM_197993	ENSMUSG00000071645	Tut1	2700038E08Rik|PAPD2|Rbm21|TUTase6|Tent1|U6-TUTase|star-PAP	terminal uridylyl transferase 1, U6 snRNA-specific	protein-coding
cKO_peak_6457	chr3	80801004	80801775	+	75	NA	intron (NR_152148, intron 2 of 17)	intron (NR_152148, intron 2 of 17)	1446	NM_013540	14800	Mm.220224	NM_013540	ENSMUSG00000033981	Gria2	GluA2|GluR-B|Glur-2|Glur2|gluR-K2	glutamate receptor, ionotropic, AMPA2 (alpha 2)	protein-coding
cKO_peak_4506	chr17	46645614	46645996	+	75	NA	promoter-TSS (NM_025302)	promoter-TSS (NM_025302)	275	NM_001357130	74764	Mm.279599	NM_029091	ENSMUSG00000003546	Klc4	1200014P03Rik|AA408085|AW146303|Knsl8	kinesin light chain 4	protein-coding
cKO_peak_5474	chr2	25332190	25332511	+	75	NA	promoter-TSS (NM_001029983)	promoter-TSS (NM_001029983)	221	NR_027448	100272219	Mm.382103	NR_027448	ENSMUSG00000097345	AA543186	-	expressed sequence AA543186	ncRNA
cKO_peak_5319	chr19	46689974	46690253	+	75	NA	intron (NM_025563, intron 1 of 4)	CpG	207	NM_025563	66439	Mm.87163	NM_025563	ENSMUSG00000062376	Borcs7	2010012O05Rik|4930569L17Rik|AI413851|AI467257	BLOC-1 related complex subunit 7	protein-coding
cKO_peak_3789	chr15	99875064	99875477	+	75	NA	intron (NM_001113545, intron 1 of 10)	CpG	186	NM_001113545	65970	Mm.33207	NM_023063	ENSMUSG00000023022	Lima1	Eplin	LIM domain and actin binding 1	protein-coding
cKO_peak_2171	chr12	28750061	28750433	+	75	NA	5' UTR (NM_001161411, exon 1 of 7)	5' UTR (NM_001161411, exon 1 of 7)	147	NM_001161410	217449	Mm.132006	NM_178811	ENSMUSG00000020628	Trappc12	CGI-87|D930014A20Rik|Ttc15	trafficking protein particle complex 12	protein-coding
cKO_peak_362	chr1	127677216	127677985	+	75	NA	exon (NM_028135, exon 1 of 8)	exon (NM_028135, exon 1 of 8)	421	NM_028135	72160	Mm.281287	NM_028135	ENSMUSG00000026347	Tmem163	2610024A01Rik|A-cre|Act-Cre|SV31|Tg(ACTB-cre)2Mrt|actin-cre|cre<actin>	transmembrane protein 163	protein-coding
cKO_peak_4524	chr17	47629275	47630088	+	75	NA	intron (NR_157366, intron 3 of 8)	CpG	-1009	NM_198421	224836	Mm.59393	NM_198421	ENSMUSG00000090115	Usp49	C330046L10Rik|Gm545	ubiquitin specific peptidase 49	protein-coding
cKO_peak_5028	chr19	4214423	4215332	+	75	NA	intron (NM_001310039, intron 1 of 2)	CpG	488	NM_001310039	56708	Mm.347919	NM_019952	ENSMUSG00000040663	Clcf1	BSF-3|Bsf3|CLC|NNT-1	cardiotrophin-like cytokine factor 1	protein-coding
cKO_peak_2310	chr12	76403588	76404091	+	75	NA	promoter-TSS (NM_008301)	promoter-TSS (NM_008301)	-337	NM_001002012	15512	Mm.296181	NM_008301	ENSMUSG00000059970	Hspa2	70kDa|HSP70.2|HSP70A2|Hsp70-2	heat shock protein 2	protein-coding
cKO_peak_10021	chr8	105254401	105254690	+	75	NA	exon (NM_001271915, exon 1 of 1)	exon (NM_001271915, exon 1 of 1)	608	NM_001271915	97440	Mm.489600	NM_178879	ENSMUSG00000069920	B3gnt9	3-Gn-T9|B3gnt9-ps|BGnT-9|C76565|C76566|beta-1|beta3Gn-T9	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 9	protein-coding
cKO_peak_7382	chr4	135494801	135495169	+	75	NA	promoter-TSS (NM_028995)	promoter-TSS (NM_028995)	-16	NM_001361484	74552	Mm.26548	NM_028995	ENSMUSG00000028803	Nipal3	9130020G22Rik|AI480660|Npal3	NIPA-like domain containing 3	protein-coding
cKO_peak_4647	chr17	80553507	80553999	+	75	NA	intron (NM_001360143, intron 3 of 9)	intron (NM_001360143, intron 3 of 9)	10081	NM_001033443	381113	Mm.329216	NM_001033443	ENSMUSG00000033966	Cdkl4	AU067824|Gm942	cyclin-dependent kinase-like 4	protein-coding
cKO_peak_10660	chr9	104002758	104003146	+	75	NA	exon (NM_028721, exon 1 of 27)	exon (NM_028721, exon 1 of 27)	408	NM_028721	74025	Mm.479273	NM_028721	ENSMUSG00000032558	Nphp3	3632410F03Rik|AI550417|C230078J01|D330020E01Rik|pcy	nephronophthisis 3 (adolescent)	protein-coding
cKO_peak_7817	chr5	71095268	71096307	+	75	NA	promoter-TSS (NM_008066)	promoter-TSS (NM_008066)	62	NM_008066	14395	Mm.5304	NM_008066	ENSMUSG00000000560	Gabra2	C630048P16Rik|Gabra-2	gamma-aminobutyric acid (GABA) A receptor, subunit alpha 2	protein-coding
cKO_peak_8059	chr5	122371878	122372232	+	75	NA	promoter-TSS (NM_024216)	promoter-TSS (NM_024216)	287	NM_026883	68948	Mm.474469	NM_026883	ENSMUSG00000029463	Fam216a	1500011H22Rik	family with sequence similarity 216, member A	protein-coding
cKO_peak_9561	chr7	141539409	141539779	+	75	NA	intron (NM_001142681, intron 1 of 12)	intron (NM_001142681, intron 1 of 12)	106	NM_001369352	68038	Mm.245355	NM_026522	ENSMUSG00000025512	Chid1	3110023E09Rik|AI841869	chitinase domain containing 1	protein-coding
cKO_peak_3068	chr14	27335709	27336501	+	75	NA	promoter-TSS (NM_001289687)	promoter-TSS (NM_001289687)	68	NM_001289687	71704	Mm.248606	NM_027871	ENSMUSG00000021895	Arhgef3	1200004I24Rik|9830169H03Rik|C76747|Xpln	Rho guanine nucleotide exchange factor (GEF) 3	protein-coding
cKO_peak_2399	chr12	87265798	87266976	+	75	NA	promoter-TSS (NM_001142580)	promoter-TSS (NM_001142580)	-101	NM_001142580	104799	Mm.208750	NM_134044	ENSMUSG00000021038	Vipas39	6720456H09Rik|9330175H22Rik|AI413782|SPE-39|Spe39|Vipar|hSPE-39	VPS33B interacting protein, apical-basolateral polarity regulator, spe-39 homolog	protein-coding
cKO_peak_330	chr1	104768512	104769543	+	75	NA	intron (NM_011800, intron 1 of 11)	intron (NM_011800, intron 1 of 11)	507	NM_011800	23836	Mm.103640	NM_011800	ENSMUSG00000050840	Cdh20	Cdh7	cadherin 20	protein-coding
cKO_peak_7561	chr4	156234704	156234977	+	75	NA	promoter-TSS (NM_198305)	promoter-TSS (NM_198305)	17	NM_198305	231003	Mm.423038	NM_198305	ENSMUSG00000078485	Klhl17	AL022703|BC058738	kelch-like 17	protein-coding
cKO_peak_5627	chr2	48949670	48950372	+	75	NA	promoter-TSS (NM_011958)	promoter-TSS (NM_011958)	60	NR_149355	26428	Mm.291059	NM_011958	ENSMUSG00000026761	Orc4	Orc4P|Orc4l|mMmORC4	origin recognition complex, subunit 4	protein-coding
cKO_peak_2453	chr12	105031838	105032306	+	75	NA	promoter-TSS (NM_028419)	promoter-TSS (NM_028419)	207	NR_003145	69434	Mm.380736	NR_003145	ENSMUSG00000113722	Snhg10	1700026B20Rik|AI642517	small nucleolar RNA host gene 10	ncRNA
cKO_peak_4541	chr17	53478625	53478983	+	75	NA	promoter-TSS (NM_025887)	promoter-TSS (NM_025887)	-430	NM_025887	271457	Mm.329123	NM_025887	ENSMUSG00000017831	Rab5a	2410015H04Rik|AI663973|AU021172|nnyRab5a	RAB5A, member RAS oncogene family	protein-coding
cKO_peak_3460	chr15	36727546	36727903	+	75	NA	Intergenic	RMER17C-int|LTR|ERVK	63208	NM_001253807	22631	Mm.3360	NM_011740	ENSMUSG00000022285	Ywhaz	1110013I11Rik|14-3-3zeta|AI596267|AL022924|AU020854	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, zeta polypeptide	protein-coding
cKO_peak_9210	chr7	78577141	78578415	+	75	NA	promoter-TSS (NM_008746)	promoter-TSS (NM_008746)	60	NM_008746	18213	Mm.33496	NM_008746	ENSMUSG00000059146	Ntrk3	AW125844|Ntrk3_tv3|TrkC	neurotrophic tyrosine kinase, receptor, type 3	protein-coding
cKO_peak_8241	chr5	143180286	143180733	+	75	NA	promoter-TSS (NM_177880)	promoter-TSS (NM_177880)	266	NM_001359235	57782	Mm.320419	NM_021326	ENSMUSG00000061898	Rbak	-	RB-associated KRAB zinc finger	protein-coding
cKO_peak_6174	chr2	165287561	165287850	+	75	NA	promoter-TSS (NM_001252574)	promoter-TSS (NM_001252574)	82	NM_001252574	228875	Mm.21184	NM_144893	ENSMUSG00000017664	Slc35c2	C85957|CGI-15|D2Wsu58e|Ovcov1	solute carrier family 35, member C2	protein-coding
cKO_peak_8575	chr6	86195112	86195923	+	75	NA	exon (NM_031199, exon 1 of 6)	exon (NM_031199, exon 1 of 6)	290	NM_031199	21802	Mm.137222	NM_031199	ENSMUSG00000029999	Tgfa	wa-1|wa1	transforming growth factor alpha	protein-coding
cKO_peak_7506	chr4	151988558	151988934	+	75	NA	TTS (NM_172705)	TTS (NM_172705)	240	NM_175152	69876	Mm.226820	NM_175152	ENSMUSG00000039759	Thap3	2010013E08Rik|2210418H06Rik	THAP domain containing, apoptosis associated protein 3	protein-coding
cKO_peak_7831	chr5	74194999	74195620	+	75	NA	promoter-TSS (NM_026878)	promoter-TSS (NM_026878)	-17	NM_026878	68939	Mm.293316	NM_026878	ENSMUSG00000049907	Rasl11b	1190017B18Rik	RAS-like, family 11, member B	protein-coding
cKO_peak_2227	chr12	54656160	54656645	+	75	NA	exon (NM_134054, exon 1 of 2)	exon (NM_134054, exon 1 of 2)	170	NM_134054	104725	Mm.485026	NM_134054	ENSMUSG00000044408	Sptssa	1110002B05Rik|AA407909|AA409588|AU041967|Ssspta	serine palmitoyltransferase, small subunit A	protein-coding
cKO_peak_5455	chr2	23069134	23069589	+	75	NA	intron (NM_001355642, intron 1 of 11)	intron (NM_001355642, intron 1 of 11)	289	NM_001102437	74159	Mm.181973	NM_028793	ENSMUSG00000026781	Acbd5	1300014E15Rik	acyl-Coenzyme A binding domain containing 5	protein-coding
cKO_peak_7337	chr4	132533095	132533515	+	75	NA	exon (NM_007512, exon 3 of 4)	exon (NM_007512, exon 3 of 4)	2109	NM_007512	11983	Mm.2171	NM_007512	ENSMUSG00000054428	Atpif1	ATP5IF1|Atpi|IF(1)|If1	ATPase inhibitory factor 1	protein-coding
cKO_peak_2736	chr13	54789352	54789909	+	75	NA	exon (NM_028841, exon 1 of 8)	exon (NM_028841, exon 1 of 8)	225	NM_028841	74257	Mm.32883	NM_028841	ENSMUSG00000025875	Tspan17	2210021G21Rik|AI047581|Fbxo23|Tm4sf17	tetraspanin 17	protein-coding
cKO_peak_3894	chr16	15637712	15638197	+	75	NA	promoter-TSS (NM_011159)	promoter-TSS (NM_011159)	88	NM_011159	19090	Mm.71	NM_011159	ENSMUSG00000022672	Prkdc	AI326420|AU019811|DNA-PKcs|DNAPDcs|DNAPK|DNPK1|DOXNPH|HYRC1|XRCC7|dxnph|p460|scid|slip	protein kinase, DNA activated, catalytic polypeptide	protein-coding
cKO_peak_1994	chr11	115276596	115276985	+	75	NA	intron (NM_007997, intron 1 of 11)	intron (NM_007997, intron 1 of 11)	179	NM_007997	14149	Mm.4719	NM_007997	ENSMUSG00000018861	Fdxr	AR	ferredoxin reductase	protein-coding
cKO_peak_2861	chr13	83524388	83524792	+	75	NA	promoter-TSS (NM_001347568)	promoter-TSS (NM_001347568)	-153	NM_001347581	17260	Mm.24001	NM_025282	ENSMUSG00000005583	Mef2c	5430401D19Rik|9930028G15Rik|AV011172|Mef2	myocyte enhancer factor 2C	protein-coding
cKO_peak_8540	chr6	82939341	82939634	+	75	NA	exon (NM_011350, exon 1 of 14)	exon (NM_011350, exon 1 of 14)	282	NM_001308374	20355	Mm.270543	NM_011350	ENSMUSG00000000627	Sema4f	Sema W	sema domain, immunoglobulin domain (Ig), TM domain, and short cytoplasmic domain	protein-coding
cKO_peak_2000	chr11	115475751	115476040	+	75	NA	5' UTR (NM_177778, exon 1 of 3)	5' UTR (NM_177778, exon 1 of 3)	228	NM_177778	276905	Mm.38019	NM_177778	ENSMUSG00000057219	Armc7	A630084C13|BC023126	armadillo repeat containing 7	protein-coding
cKO_peak_10643	chr9	100570692	100571317	+	75	NA	promoter-TSS (NM_001101483)	promoter-TSS (NM_001101483)	81	NM_001101483	245020	Mm.236289	NM_001101483	ENSMUSG00000070287	Slc35g2	Gm519|Tmem22	solute carrier family 35, member G2	protein-coding
cKO_peak_2420	chr12	99627673	99627971	+	75	NA	non-coding (NR_045288, exon 1 of 2)	non-coding (NR_045288, exon 1 of 2)	152	NR_045288	73457	Mm.383439	NR_045288	ENSMUSG00000100211	1700064M15Rik	-	RIKEN cDNA 1700064M15 gene	ncRNA
cKO_peak_3950	chr16	20589737	20590452	+	75	NA	intron (NM_182636, intron 1 of 14)	intron (NM_182636, intron 1 of 14)	512	NM_001144953	328643	Mm.40539	NM_182636	ENSMUSG00000046613	Vwa5b2	BB182430|EG328644|Gm1738|Gm931	von Willebrand factor A domain containing 5B2	protein-coding
cKO_peak_4283	chr17	24478846	24479235	+	75	NA	promoter-TSS (NM_001252465)	promoter-TSS (NM_001252465)	38	NM_001252464	56716	Mm.289516	NM_019988	ENSMUSG00000024142	Mlst8	0610033N12Rik|AA409454|AI505104|AI851821|Gbl	MTOR associated protein, LST8 homolog (S. cerevisiae)	protein-coding
cKO_peak_3601	chr15	77970374	77970736	+	74	NA	intron (NM_018749, intron 1 of 14)	CpG	269	NM_018749	55944	Mm.3955	NM_018749	ENSMUSG00000016554	Eif3d	66/67kDa|AA407891|Eif3s7|eIF3p66	eukaryotic translation initiation factor 3, subunit D	protein-coding
cKO_peak_4085	chr16	56037502	56038112	+	74	NA	promoter-TSS (NM_029092)	promoter-TSS (NM_029092)	-21	NM_029092	52575	Mm.288742	NM_029092	ENSMUSG00000044763	Trmt10c	1300018J16Rik|D16Ertd454e|Rg9mtd1|Rnmtd1	tRNA methyltransferase 10C, mitochondrial RNase P subunit	protein-coding
cKO_peak_985	chr10	81137845	81138171	+	74	NA	intron (NM_010731, intron 1 of 2)	CpG	1737	NM_010731	16969	Mm.20920	NM_010731	ENSMUSG00000035011	Zbtb7a	9030619K07Rik|9130006G12Rik|AI452336|FBI-1|Lrf|Pokemon|Zbtb7	zinc finger and BTB domain containing 7a	protein-coding
cKO_peak_2867	chr13	89539305	89539681	+	74	NA	Intergenic	Intergenic	-1143	NM_013500	12950	Mm.266790	NM_013500	ENSMUSG00000021613	Hapln1	BB099155|CLP|Crtl1|Crtl1l|LP|LP-1	hyaluronan and proteoglycan link protein 1	protein-coding
cKO_peak_10884	chrX	48341160	48342115	+	74	NA	intron (NM_178782, intron 1 of 14)	CpG	279	NM_178782	320376	Mm.210146	NM_178782	ENSMUSG00000036959	Bcorl1	6720425J07Rik|B930011H20Rik	BCL6 co-repressor-like 1	protein-coding
cKO_peak_7017	chr4	58943518	58944108	+	74	NA	intron (NM_001099323, intron 1 of 5)	CpG	185	NM_001355408	100041581	Mm.463942	NM_001099323	ENSMUSG00000038630	Zkscan16	XM_143800|Zfp483	zinc finger with KRAB and SCAN domains 16	protein-coding
cKO_peak_6632	chr3	104780918	104781666	+	74	NA	exon (NM_027982, exon 1 of 10)	exon (NM_027982, exon 1 of 10)	236	NM_027982	71887	Mm.379204	NM_027982	ENSMUSG00000002228	Ppm1j	2310008J22Rik|PP2Czeta|Ppp2cz	protein phosphatase 1J	protein-coding
cKO_peak_8212	chr5	139460414	139460859	+	74	NA	promoter-TSS (NM_028469)	promoter-TSS (NM_028469)	-102	NM_028469	73212	Mm.84294	NM_028469	ENSMUSG00000053553	3110082I17Rik	AW411904	RIKEN cDNA 3110082I17 gene	protein-coding
cKO_peak_9109	chr7	45154323	45154625	+	74	NA	promoter-TSS (NM_145954)	promoter-TSS (NM_145954)	62	NM_145954	69748	Mm.82139	NM_145954	ENSMUSG00000007833	Aldh16a1	2410004H02Rik|AI452234	aldehyde dehydrogenase 16 family, member A1	protein-coding
cKO_peak_3399	chr15	7810362	7811177	+	74	NA	5' UTR (NM_001301332, exon 1 of 3)	5' UTR (NM_001301332, exon 1 of 3)	721	NM_001301332	14573	Mm.4679	NM_010275	ENSMUSG00000022144	Gdnf	AI385739|ATF	glial cell line derived neurotrophic factor	protein-coding
cKO_peak_8900	chr7	16221666	16222001	+	74	NA	5' UTR (NM_001285931, exon 1 of 17)	5' UTR (NM_001285931, exon 1 of 17)	160	NM_001285932	71723	Mm.75259	NM_027883	ENSMUSG00000006019	Dhx34	1200013B07Rik|1810012L18Rik|Ddx34|mKIAA0134	DEAH (Asp-Glu-Ala-His) box polypeptide 34	protein-coding
cKO_peak_5330	chr19	47865394	47865717	+	74	NA	promoter-TSS (NM_030051)	promoter-TSS (NM_030051)	10	NM_030051	68214	Mm.63791	NM_026619	ENSMUSG00000025069	Gsto2	1700020F09Rik|4930425C18Rik|GSTO 2-2	glutathione S-transferase omega 2	protein-coding
cKO_peak_5499	chr2	26502948	26503461	+	74	NA	promoter-TSS (NR_132655)	promoter-TSS (NR_132655)	618	NM_008714	18128	Mm.290610	NM_008714	ENSMUSG00000026923	Notch1	9930111A19Rik|Mis6|N1|Tan1|lin-12	notch 1	protein-coding
cKO_peak_5400	chr2	6100447	6100774	+	74	NA	exon (NM_001159657, exon 4 of 4)	exon (NM_001159657, exon 4 of 4)	29575	NM_001159657	227545	Mm.133542	NM_144883	ENSMUSG00000045319	Proser2	5430407P10Rik|AU067770	proline and serine rich 2	protein-coding
cKO_peak_10917	chrX	73503229	73503560	+	74	NA	intron (NM_001310537, intron 1 of 20)	CpG	308	NM_001310537	320707	Mm.210095	NM_177236	ENSMUSG00000031376	Atp2b3	6430519O13Rik|Pmca3	ATPase, Ca++ transporting, plasma membrane 3	protein-coding
cKO_peak_3167	chr14	52315841	52316256	+	74	NA	exon (NM_001244916, exon 1 of 2)	exon (NM_001244916, exon 1 of 2)	275	NM_001244916	50524	Mm.39487	NM_015772	ENSMUSG00000049532	Sall2	AI225809|AW559097|Msal-2|Sal-2|mKIAA0360|p150(Sal2)	spalt like transcription factor 2	protein-coding
cKO_peak_9429	chr7	122158919	122159660	+	74	NA	promoter-TSS (NM_011121)	promoter-TSS (NM_011121)	-146	NM_011121	18817	Mm.16525	NM_011121	ENSMUSG00000030867	Plk1	Plk|STPK13	polo like kinase 1	protein-coding
cKO_peak_1915	chr11	102880545	102880889	+	74	NA	promoter-TSS (NM_028492)	promoter-TSS (NM_028492)	258	NM_001109995	20624	Mm.873	NM_011431	ENSMUSG00000020929	Eftud2	116kDa|Snrp116|U5-116kD	elongation factor Tu GTP binding domain containing 2	protein-coding
cKO_peak_8267	chr5	145280424	145280882	+	74	NA	Intergenic	CpG	-2690	NM_001081431	666311	Mm.260773	NM_001081431	ENSMUSG00000070420	Zscan25	EG666311|Zfp498	zinc finger and SCAN domain containing 25	protein-coding
cKO_peak_3317	chr14	79300902	79301406	+	74	NA	intron (NM_025427, intron 1 of 4)	CpG	481	NM_025427	66214	Mm.29811	NM_025427	ENSMUSG00000022018	Rgcc	1190002H23Rik|Rgc-32|Rgc32	regulator of cell cycle	protein-coding
cKO_peak_164	chr1	57969671	57970064	+	74	NA	promoter-TSS (NR_027630)	promoter-TSS (NR_027630)	217	NM_001159864	51960	Mm.339711	NM_030211	ENSMUSG00000054770	Kctd18	4932411A20Rik|6530404F10Rik	potassium channel tetramerisation domain containing 18	protein-coding
cKO_peak_5876	chr2	119337775	119338102	+	74	NA	Intergenic	CpG	-11741	NR_030683	100043609	Mm.185068	NR_030683	ENSMUSG00000074912	Gm14207	Dll4	predicted gene 14207	ncRNA
cKO_peak_7702	chr5	33274290	33275320	+	74	NA	exon (NM_001198859, exon 1 of 9)	exon (NM_001198859, exon 1 of 9)	199	NM_013502	13016	Mm.7286	NM_013502	ENSMUSG00000037373	Ctbp1	BARS|CtBP3/BARS|D4S115h|D5H4S115|D5H4S115E	C-terminal binding protein 1	protein-coding
cKO_peak_3446	chr15	34306586	34307064	+	74	NA	5' UTR (NM_016762, exon 1 of 19)	5' UTR (NM_016762, exon 1 of 19)	144	NM_016762	17181	Mm.396856	NM_016762	ENSMUSG00000022324	Matn2	Crtm2|matrilin-2	matrilin 2	protein-coding
cKO_peak_3832	chr16	3743588	3744564	+	74	NA	promoter-TSS (NM_148924)	promoter-TSS (NM_148924)	-23	NM_148924	74120	Mm.29081	NM_148924	ENSMUSG00000022529	Zfp263	1200014J04Rik|AI326880|AU020888|NT2|mFPM315	zinc finger protein 263	protein-coding
cKO_peak_6856	chr4	15945063	15945562	+	74	NA	promoter-TSS (NM_026172)	promoter-TSS (NM_026172)	65	NM_026172	67460	Mm.393293	NM_026172	ENSMUSG00000028223	Decr1	1200012F07Rik|Decr|Nadph	2,4-dienoyl CoA reductase 1, mitochondrial	protein-coding
cKO_peak_6144	chr2	161109336	161109695	+	74	NA	promoter-TSS (NM_173368)	promoter-TSS (NM_173368)	-429	NR_126509	71389	Mm.122738	NM_173368	ENSMUSG00000057133	Chd6	5430439G14Rik|6330406J24Rik|CHD-6	chromodomain helicase DNA binding protein 6	protein-coding
